review,symbol_puntuation_removal,case_folding,tokenized,normalized,stopwords_removed,stemmed,final_text
AC nya parah. Berisik bersurara. Bikin gak bisa tidur sama sekali. Lokasi nya susah minta ampun ditemukan.,AC nya parah Berisik bersurara Bikin gak bisa tidur sama sekali Lokasi nya susah minta ampun ditemukan,ac nya parah berisik bersurara bikin gak bisa tidur sama sekali lokasi nya susah minta ampun ditemukan,"['ac', 'nya', 'parah', 'berisik', 'bersurara', 'bikin', 'gak', 'bisa', 'tidur', 'sama', 'sekali', 'lokasi', 'nya', 'susah', 'minta', 'ampun', 'ditemukan']","['ac', 'nya', 'parah', 'berisik', 'bersurara', 'bikin', 'tidak', 'bisa', 'tidur', 'sama', 'sekali', 'lokasi', 'nya', 'susah', 'minta', 'ampun', 'ditemukan']","['ac', 'nya', 'parah', 'berisik', 'bersurara', 'tidur', 'lokasi', 'nya', 'susah', 'ampun', 'ditemukan']","['ac', 'nya', 'parah', 'berisik', 'bersurara', 'tidur', 'lokasi', 'nya', 'susah', 'ampun', 'temu']",ac nya parah berisik bersurara tidur lokasi nya susah ampun temu
Tidak diberikan snack & perlengkapan di kamar mandi.,Tidak diberikan snack perlengkapan di kamar mandi,tidak diberikan snack perlengkapan di kamar mandi,"['tidak', 'diberikan', 'snack', 'perlengkapan', 'di', 'kamar', 'mandi']","['tidak', 'diberikan', 'snack', 'perlengkapan', 'di', 'kamar', 'mandi']","['snack', 'perlengkapan', 'kamar', 'mandi']","['snack', 'lengkap', 'kamar', 'mandi']",snack lengkap kamar mandi
kamar sesuai foto..bagus nyaman tapi sayang shower mandi nya ga bisa pake air dingin terlalu panas mungkin rusak selebih nya sangat bagus sip deh,kamar sesuai foto bagus nyaman tapi sayang shower mandi nya ga bisa pake air dingin terlalu panas mungkin rusak selebih nya sangat bagus sip deh,kamar sesuai foto bagus nyaman tapi sayang shower mandi nya ga bisa pake air dingin terlalu panas mungkin rusak selebih nya sangat bagus sip deh,"['kamar', 'sesuai', 'foto', 'bagus', 'nyaman', 'tapi', 'sayang', 'shower', 'mandi', 'nya', 'ga', 'bisa', 'pake', 'air', 'dingin', 'terlalu', 'panas', 'mungkin', 'rusak', 'selebih', 'nya', 'sangat', 'bagus', 'sip', 'deh']","['kamar', 'sesuai', 'foto', 'bagus', 'nyaman', 'tapi', 'sayang', 'shower', 'mandi', 'nya', 'tidak', 'bisa', 'pake', 'air', 'dingin', 'terlalu', 'panas', 'mungkin', 'rusak', 'selebih', 'nya', 'sangat', 'bagus', 'sip', 'deh']","['kamar', 'sesuai', 'foto', 'bagus', 'nyaman', 'sayang', 'shower', 'mandi', 'nya', 'pake', 'air', 'dingin', 'panas', 'rusak', 'selebih', 'nya', 'bagus', 'sip', 'deh']","['kamar', 'sesuai', 'foto', 'bagus', 'nyaman', 'sayang', 'shower', 'mandi', 'nya', 'pake', 'air', 'dingin', 'panas', 'rusak', 'lebih', 'nya', 'bagus', 'sip', 'deh']",kamar sesuai foto bagus nyaman sayang shower mandi nya pake air dingin panas rusak lebih nya bagus sip deh
"Lantai dan tempat tidur kurang bersih, akses agak sulit, lainnya sudah sangat baik.",Lantai dan tempat tidur kurang bersih akses agak sulit lainnya sudah sangat baik,lantai dan tempat tidur kurang bersih akses agak sulit lainnya sudah sangat baik,"['lantai', 'dan', 'tempat', 'tidur', 'kurang', 'bersih', 'akses', 'agak', 'sulit', 'lainnya', 'sudah', 'sangat', 'baik']","['lantai', 'dan', 'tempat', 'tidur', 'kurang', 'bersih', 'akses', 'agak', 'sulit', 'lainnya', 'sudah', 'sangat', 'baik']","['lantai', 'tidur', 'bersih', 'akses', 'sulit']","['lantai', 'tidur', 'bersih', 'akses', 'sulit']",lantai tidur bersih akses sulit
kebersihan nya perlu di tingkat kan lg...jangan hanya kamar nya doank di bersihin tp luar nya pun hrs di perhatiin..,kebersihan nya perlu di tingkat kan lg jangan hanya kamar nya doank di bersihin tp luar nya pun hrs di perhatiin,kebersihan nya perlu di tingkat kan lg jangan hanya kamar nya doank di bersihin tp luar nya pun hrs di perhatiin,"['kebersihan', 'nya', 'perlu', 'di', 'tingkat', 'kan', 'lg', 'jangan', 'hanya', 'kamar', 'nya', 'doank', 'di', 'bersihin', 'tp', 'luar', 'nya', 'pun', 'hrs', 'di', 'perhatiin']","['kebersihan', 'nya', 'perlu', 'di', 'tingkat', 'kan', 'lg', 'jangan', 'hanya', 'kamar', 'nya', 'doank', 'di', 'bersihin', 'tapi', 'luar', 'nya', 'pun', 'hrs', 'di', 'perhatiin']","['kebersihan', 'nya', 'tingkat', 'lg', 'kamar', 'nya', 'doank', 'bersihin', 'nya', 'hrs', 'perhatiin']","['bersih', 'nya', 'tingkat', 'lg', 'kamar', 'nya', 'doank', 'bersihin', 'nya', 'hrs', 'perhatiin']",bersih nya tingkat lg kamar nya doank bersihin nya hrs perhatiin
air panas susah... sedikit banget .. cuman 5 menit abis langsung.. room ok sih,air panas susah sedikit banget cuman menit abis langsung room ok sih,air panas susah sedikit banget cuman menit abis langsung room ok sih,"['air', 'panas', 'susah', 'sedikit', 'banget', 'cuman', 'menit', 'abis', 'langsung', 'room', 'ok', 'sih']","['air', 'panas', 'susah', 'sedikit', 'banget', 'cuman', 'menit', 'abis', 'langsung', 'room', 'ok', 'sih']","['air', 'panas', 'susah', 'banget', 'cuman', 'menit', 'langsung', 'room', 'ok', 'sih']","['air', 'panas', 'susah', 'banget', 'cuman', 'menit', 'langsung', 'room', 'ok', 'sih']",air panas susah banget cuman menit langsung room ok sih
Gak ada air hangat,Gak ada air hangat,gak ada air hangat,"['gak', 'ada', 'air', 'hangat']","['tidak', 'ada', 'air', 'hangat']","['air', 'hangat']","['air', 'hangat']",air hangat
"bedsheet kotor penuh noda, tampak seperti tidak pernah dicuci. handuk putih sudah menguning. bantal (selain biru kotak merk airy) tidak disarung. kesan: kotor!",bedsheet kotor penuh noda tampak seperti tidak pernah dicuci handuk putih sudah menguning bantal selain biru kotak merk airy tidak disarung kesan kotor,bedsheet kotor penuh noda tampak seperti tidak pernah dicuci handuk putih sudah menguning bantal selain biru kotak merk airy tidak disarung kesan kotor,"['bedsheet', 'kotor', 'penuh', 'noda', 'tampak', 'seperti', 'tidak', 'pernah', 'dicuci', 'handuk', 'putih', 'sudah', 'menguning', 'bantal', 'selain', 'biru', 'kotak', 'merk', 'airy', 'tidak', 'disarung', 'kesan', 'kotor']","['bedsheet', 'kotor', 'penuh', 'noda', 'tampak', 'seperti', 'tidak', 'pernah', 'dicuci', 'handuk', 'putih', 'sudah', 'menguning', 'bantal', 'selain', 'biru', 'kotak', 'merk', 'airy', 'tidak', 'disarung', 'kesan', 'kotor']","['bedsheet', 'kotor', 'penuh', 'noda', 'dicuci', 'handuk', 'putih', 'menguning', 'bantal', 'biru', 'kotak', 'merk', 'airy', 'disarung', 'kesan', 'kotor']","['bedsheet', 'kotor', 'penuh', 'noda', 'cuci', 'handuk', 'putih', 'kuning', 'bantal', 'biru', 'kotak', 'merk', 'airy', 'sarung', 'kesan', 'kotor']",bedsheet kotor penuh noda cuci handuk putih kuning bantal biru kotak merk airy sarung kesan kotor
Pelayanannya baik...tapi snack nya koq ngga ada lagi ya...kemudian bantalnya bau apek..itu aja masukannya 😁😉,Pelayanannya baik tapi snack nya koq ngga ada lagi ya kemudian bantalnya bau apek itu aja masukannya,pelayanannya baik tapi snack nya koq ngga ada lagi ya kemudian bantalnya bau apek itu aja masukannya,"['pelayanannya', 'baik', 'tapi', 'snack', 'nya', 'koq', 'ngga', 'ada', 'lagi', 'ya', 'kemudian', 'bantalnya', 'bau', 'apek', 'itu', 'aja', 'masukannya']","['pelayanannya', 'baik', 'tapi', 'snack', 'nya', 'koq', 'ngga', 'ada', 'lagi', 'ya', 'kemudian', 'bantalnya', 'bau', 'apek', 'itu', 'aja', 'masukannya']","['pelayanannya', 'snack', 'nya', 'koq', 'ngga', 'ya', 'bantalnya', 'bau', 'apek', 'masukannya']","['layan', 'snack', 'nya', 'koq', 'ngga', 'ya', 'bantal', 'bau', 'apek', 'masuk']",layan snack nya koq ngga ya bantal bau apek masuk
air hangat. cuma iyu aja yang kurang.,air hangat cuma iyu aja yang kurang,air hangat cuma iyu aja yang kurang,"['air', 'hangat', 'cuma', 'iyu', 'aja', 'yang', 'kurang']","['air', 'hangat', 'cuma', 'iyu', 'aja', 'yang', 'kurang']","['air', 'hangat', 'iyu']","['air', 'hangat', 'iyu']",air hangat iyu
"Menginap di city icon memberikan pengalaman berbeda, saya menginap di kamar 306. Kondisi kamar cukup nyaman namun ada yg harus dibenahi yaitu : 1. Posisi tv. Seharusnya tv ditempatkan di tembok disebelah kamar mandi sehingga posisi untuk menonton dari kasur lurus. 2. Stop kontak perlu untuk ditambah 1 lagi agar charge handphone bisa langsung 2.",Menginap di city icon memberikan pengalaman berbeda saya menginap di kamar Kondisi kamar cukup nyaman namun ada yg harus dibenahi yaitu Posisi tv Seharusnya tv ditempatkan di tembok disebelah kamar mandi sehingga posisi untuk menonton dari kasur lurus Stop kontak perlu untuk ditambah lagi agar charge handphone bisa langsung,menginap di city icon memberikan pengalaman berbeda saya menginap di kamar kondisi kamar cukup nyaman namun ada yg harus dibenahi yaitu posisi tv seharusnya tv ditempatkan di tembok disebelah kamar mandi sehingga posisi untuk menonton dari kasur lurus stop kontak perlu untuk ditambah lagi agar charge handphone bisa langsung,"['menginap', 'di', 'city', 'icon', 'memberikan', 'pengalaman', 'berbeda', 'saya', 'menginap', 'di', 'kamar', 'kondisi', 'kamar', 'cukup', 'nyaman', 'namun', 'ada', 'yg', 'harus', 'dibenahi', 'yaitu', 'posisi', 'tv', 'seharusnya', 'tv', 'ditempatkan', 'di', 'tembok', 'disebelah', 'kamar', 'mandi', 'sehingga', 'posisi', 'untuk', 'menonton', 'dari', 'kasur', 'lurus', 'stop', 'kontak', 'perlu', 'untuk', 'ditambah', 'lagi', 'agar', 'charge', 'handphone', 'bisa', 'langsung']","['menginap', 'di', 'city', 'icon', 'memberikan', 'pengalaman', 'berbeda', 'saya', 'menginap', 'di', 'kamar', 'kondisi', 'kamar', 'cukup', 'nyaman', 'namun', 'ada', 'yg', 'harus', 'dibenahi', 'yaitu', 'posisi', 'tv', 'seharusnya', 'tv', 'ditempatkan', 'di', 'tembok', 'disebelah', 'kamar', 'mandi', 'sehingga', 'posisi', 'untuk', 'menonton', 'dari', 'kasur', 'lurus', 'stop', 'kontak', 'perlu', 'untuk', 'ditambah', 'lagi', 'agar', 'charge', 'handphone', 'bisa', 'langsung']","['menginap', 'city', 'icon', 'pengalaman', 'berbeda', 'menginap', 'kamar', 'kondisi', 'kamar', 'nyaman', 'dibenahi', 'posisi', 'tv', 'tv', 'ditempatkan', 'tembok', 'disebelah', 'kamar', 'mandi', 'posisi', 'menonton', 'kasur', 'lurus', 'stop', 'kontak', 'ditambah', 'charge', 'handphone', 'langsung']","['inap', 'city', 'icon', 'alam', 'beda', 'inap', 'kamar', 'kondisi', 'kamar', 'nyaman', 'benah', 'posisi', 'tv', 'tv', 'tempat', 'tembok', 'belah', 'kamar', 'mandi', 'posisi', 'tonton', 'kasur', 'lurus', 'stop', 'kontak', 'tambah', 'charge', 'handphone', 'langsung']",inap city icon alam beda inap kamar kondisi kamar nyaman benah posisi tv tv tempat tembok belah kamar mandi posisi tonton kasur lurus stop kontak tambah charge handphone langsung
"Makanan , bisa di variasikan lagi saja masakannya. Karena terlalu sederhana, dan tidak sesuai dengan harga yang saya bayarkan untuk menginap disana. Terima kasih.",Makanan bisa di variasikan lagi saja masakannya Karena terlalu sederhana dan tidak sesuai dengan harga yang saya bayarkan untuk menginap disana Terima kasih,makanan bisa di variasikan lagi saja masakannya karena terlalu sederhana dan tidak sesuai dengan harga yang saya bayarkan untuk menginap disana terima kasih,"['makanan', 'bisa', 'di', 'variasikan', 'lagi', 'saja', 'masakannya', 'karena', 'terlalu', 'sederhana', 'dan', 'tidak', 'sesuai', 'dengan', 'harga', 'yang', 'saya', 'bayarkan', 'untuk', 'menginap', 'disana', 'terima', 'kasih']","['makanan', 'bisa', 'di', 'variasikan', 'lagi', 'saja', 'masakannya', 'karena', 'terlalu', 'sederhana', 'dan', 'tidak', 'sesuai', 'dengan', 'harga', 'yang', 'saya', 'bayarkan', 'untuk', 'menginap', 'disana', 'terima', 'kasih']","['makanan', 'variasikan', 'masakannya', 'sederhana', 'sesuai', 'harga', 'bayarkan', 'menginap', 'disana', 'terima', 'kasih']","['makan', 'variasi', 'masakan', 'sederhana', 'sesuai', 'harga', 'bayar', 'inap', 'sana', 'terima', 'kasih']",makan variasi masakan sederhana sesuai harga bayar inap sana terima kasih
"Kecewa sama pelayanannya, di aplikasi jam chek in jam 2 tpi pas sampe sana jam 2 blm bisa chek in dengan alasan tertentu Masih ada lagi kamarnya yg kotor sprei yg sperti blm dicuci, lantai kamar yg ada ceceran air pas pertama kali masuk trs yg parahnya sama sekali gak ada peralatan mandi sama sekali seperti handuk pasta gigi sabun dll  Harga murah tp mengecewakan",Kecewa sama pelayanannya di aplikasi jam chek in jam tpi pas sampe sana jam blm bisa chek in dengan alasan tertentu Masih ada lagi kamarnya yg kotor sprei yg sperti blm dicuci lantai kamar yg ada ceceran air pas pertama kali masuk trs yg parahnya sama sekali gak ada peralatan mandi sama sekali seperti handuk pasta gigi sabun dll Harga murah tp mengecewakan,kecewa sama pelayanannya di aplikasi jam chek in jam tpi pas sampe sana jam blm bisa chek in dengan alasan tertentu masih ada lagi kamarnya yg kotor sprei yg sperti blm dicuci lantai kamar yg ada ceceran air pas pertama kali masuk trs yg parahnya sama sekali gak ada peralatan mandi sama sekali seperti handuk pasta gigi sabun dll harga murah tp mengecewakan,"['kecewa', 'sama', 'pelayanannya', 'di', 'aplikasi', 'jam', 'chek', 'in', 'jam', 'tpi', 'pas', 'sampe', 'sana', 'jam', 'blm', 'bisa', 'chek', 'in', 'dengan', 'alasan', 'tertentu', 'masih', 'ada', 'lagi', 'kamarnya', 'yg', 'kotor', 'sprei', 'yg', 'sperti', 'blm', 'dicuci', 'lantai', 'kamar', 'yg', 'ada', 'ceceran', 'air', 'pas', 'pertama', 'kali', 'masuk', 'trs', 'yg', 'parahnya', 'sama', 'sekali', 'gak', 'ada', 'peralatan', 'mandi', 'sama', 'sekali', 'seperti', 'handuk', 'pasta', 'gigi', 'sabun', 'dll', 'harga', 'murah', 'tp', 'mengecewakan']","['kecewa', 'sama', 'pelayanannya', 'di', 'aplikasi', 'jam', 'chek', 'in', 'jam', 'tpi', 'pas', 'sampe', 'sana', 'jam', 'blm', 'bisa', 'chek', 'in', 'dengan', 'alasan', 'tertentu', 'masih', 'ada', 'lagi', 'kamarnya', 'yg', 'kotor', 'sprei', 'yg', 'sperti', 'blm', 'dicuci', 'lantai', 'kamar', 'yg', 'ada', 'ceceran', 'air', 'pas', 'pertama', 'kali', 'masuk', 'trs', 'yg', 'parahnya', 'sama', 'sekali', 'tidak', 'ada', 'peralatan', 'mandi', 'sama', 'sekali', 'seperti', 'handuk', 'pasta', 'gigi', 'sabun', 'dll', 'harga', 'murah', 'tapi', 'mengecewakan']","['kecewa', 'pelayanannya', 'aplikasi', 'jam', 'chek', 'in', 'jam', 'tpi', 'pas', 'sampe', 'jam', 'blm', 'chek', 'in', 'alasan', 'kamarnya', 'kotor', 'sprei', 'sperti', 'blm', 'dicuci', 'lantai', 'kamar', 'ceceran', 'air', 'pas', 'kali', 'masuk', 'trs', 'parahnya', 'peralatan', 'mandi', 'handuk', 'pasta', 'gigi', 'sabun', 'dll', 'harga', 'murah', 'mengecewakan']","['kecewa', 'layan', 'aplikasi', 'jam', 'chek', 'in', 'jam', 'tpi', 'pas', 'sampe', 'jam', 'blm', 'chek', 'in', 'alas', 'kamar', 'kotor', 'sprei', 'sperti', 'blm', 'cuci', 'lantai', 'kamar', 'cecer', 'air', 'pas', 'kali', 'masuk', 'trs', 'parah', 'alat', 'mandi', 'handuk', 'pasta', 'gigi', 'sabun', 'dll', 'harga', 'murah', 'kecewa']",kecewa layan aplikasi jam chek in jam tpi pas sampe jam blm chek in alas kamar kotor sprei sperti blm cuci lantai kamar cecer air pas kali masuk trs parah alat mandi handuk pasta gigi sabun dll harga murah kecewa
Pertama datang saya dikasih kamar yg buat berdua padahal saya memesan kamar yg untuk berempat dan tdk ada desain nya airyroom di kamar dan tdk dapat snack kalo tidak di komplain pokok nya kecewa menginap disini,Pertama datang saya dikasih kamar yg buat berdua padahal saya memesan kamar yg untuk berempat dan tdk ada desain nya airyroom di kamar dan tdk dapat snack kalo tidak di komplain pokok nya kecewa menginap disini,pertama datang saya dikasih kamar yg buat berdua padahal saya memesan kamar yg untuk berempat dan tdk ada desain nya airyroom di kamar dan tdk dapat snack kalo tidak di komplain pokok nya kecewa menginap disini,"['pertama', 'datang', 'saya', 'dikasih', 'kamar', 'yg', 'buat', 'berdua', 'padahal', 'saya', 'memesan', 'kamar', 'yg', 'untuk', 'berempat', 'dan', 'tdk', 'ada', 'desain', 'nya', 'airyroom', 'di', 'kamar', 'dan', 'tdk', 'dapat', 'snack', 'kalo', 'tidak', 'di', 'komplain', 'pokok', 'nya', 'kecewa', 'menginap', 'disini']","['pertama', 'datang', 'saya', 'dikasih', 'kamar', 'yg', 'buat', 'berdua', 'padahal', 'saya', 'memesan', 'kamar', 'yg', 'untuk', 'berempat', 'dan', 'tidak', 'ada', 'desain', 'nya', 'airyroom', 'di', 'kamar', 'dan', 'tidak', 'dapat', 'snack', 'kalo', 'tidak', 'di', 'komplain', 'pokok', 'nya', 'kecewa', 'menginap', 'disini']","['dikasih', 'kamar', 'berdua', 'memesan', 'kamar', 'berempat', 'desain', 'nya', 'airyroom', 'kamar', 'snack', 'kalo', 'komplain', 'pokok', 'nya', 'kecewa', 'menginap']","['kasih', 'kamar', 'dua', 'mes', 'kamar', 'empat', 'desain', 'nya', 'airyroom', 'kamar', 'snack', 'kalo', 'komplain', 'pokok', 'nya', 'kecewa', 'inap']",kasih kamar dua mes kamar empat desain nya airyroom kamar snack kalo komplain pokok nya kecewa inap
wifi suka error,wifi suka error,wifi suka error,"['wifi', 'suka', 'error']","['wifi', 'suka', 'error']","['wifi', 'suka', 'error']","['wifi', 'suka', 'error']",wifi suka error
air panas kurang berfungsi & handuk lembab.,air panas kurang berfungsi handuk lembab,air panas kurang berfungsi handuk lembab,"['air', 'panas', 'kurang', 'berfungsi', 'handuk', 'lembab']","['air', 'panas', 'kurang', 'berfungsi', 'handuk', 'lembab']","['air', 'panas', 'berfungsi', 'handuk', 'lembab']","['air', 'panas', 'fungsi', 'handuk', 'lembab']",air panas fungsi handuk lembab
Ada beberapa yang harus ditingkatkan lagi seperti TV. Hanya bisa menonton beberapa channel bagus dan,Ada beberapa yang harus ditingkatkan lagi seperti TV Hanya bisa menonton beberapa channel bagus dan,ada beberapa yang harus ditingkatkan lagi seperti tv hanya bisa menonton beberapa channel bagus dan,"['ada', 'beberapa', 'yang', 'harus', 'ditingkatkan', 'lagi', 'seperti', 'tv', 'hanya', 'bisa', 'menonton', 'beberapa', 'channel', 'bagus', 'dan']","['ada', 'beberapa', 'yang', 'harus', 'ditingkatkan', 'lagi', 'seperti', 'tv', 'hanya', 'bisa', 'menonton', 'beberapa', 'channel', 'bagus', 'dan']","['ditingkatkan', 'tv', 'menonton', 'channel', 'bagus']","['tingkat', 'tv', 'tonton', 'channel', 'bagus']",tingkat tv tonton channel bagus
"Kurang nyaman karena shower untuk closet duduk tidak ada , kurang bersih kesannya!",Kurang nyaman karena shower untuk closet duduk tidak ada kurang bersih kesannya,kurang nyaman karena shower untuk closet duduk tidak ada kurang bersih kesannya,"['kurang', 'nyaman', 'karena', 'shower', 'untuk', 'closet', 'duduk', 'tidak', 'ada', 'kurang', 'bersih', 'kesannya']","['kurang', 'nyaman', 'karena', 'shower', 'untuk', 'closet', 'duduk', 'tidak', 'ada', 'kurang', 'bersih', 'kesannya']","['nyaman', 'shower', 'closet', 'duduk', 'bersih', 'kesannya']","['nyaman', 'shower', 'closet', 'duduk', 'bersih', 'kesan']",nyaman shower closet duduk bersih kesan
"Plus, kamar bersih, tempat tidur yang cukup empuk.pelayanannya cukup bagus. Minus, kamar banyak nyamuknya dan toilet penuh kecoa.",Plus kamar bersih tempat tidur yang cukup empuk pelayanannya cukup bagus Minus kamar banyak nyamuknya dan toilet penuh kecoa,plus kamar bersih tempat tidur yang cukup empuk pelayanannya cukup bagus minus kamar banyak nyamuknya dan toilet penuh kecoa,"['plus', 'kamar', 'bersih', 'tempat', 'tidur', 'yang', 'cukup', 'empuk', 'pelayanannya', 'cukup', 'bagus', 'minus', 'kamar', 'banyak', 'nyamuknya', 'dan', 'toilet', 'penuh', 'kecoa']","['plus', 'kamar', 'bersih', 'tempat', 'tidur', 'yang', 'cukup', 'empuk', 'pelayanannya', 'cukup', 'bagus', 'minus', 'kamar', 'banyak', 'nyamuknya', 'dan', 'toilet', 'penuh', 'kecoa']","['plus', 'kamar', 'bersih', 'tidur', 'empuk', 'pelayanannya', 'bagus', 'minus', 'kamar', 'nyamuknya', 'toilet', 'penuh', 'kecoa']","['plus', 'kamar', 'bersih', 'tidur', 'empuk', 'layan', 'bagus', 'minus', 'kamar', 'nyamuk', 'toilet', 'penuh', 'kecoa']",plus kamar bersih tidur empuk layan bagus minus kamar nyamuk toilet penuh kecoa
"pesan 2 kamar, salah satu kamar tidak sesuai dengan pesanan, harusnya ada AC tapi tidak ada, cuma di kasi kasur, tidak standar airyroom. kamar mandi bau, toilet bocor. seprai kurang bersih. lokasi bagus, tidak jauh dari pusat kota.",pesan kamar salah satu kamar tidak sesuai dengan pesanan harusnya ada AC tapi tidak ada cuma di kasi kasur tidak standar airyroom kamar mandi bau toilet bocor seprai kurang bersih lokasi bagus tidak jauh dari pusat kota,pesan kamar salah satu kamar tidak sesuai dengan pesanan harusnya ada ac tapi tidak ada cuma di kasi kasur tidak standar airyroom kamar mandi bau toilet bocor seprai kurang bersih lokasi bagus tidak jauh dari pusat kota,"['pesan', 'kamar', 'salah', 'satu', 'kamar', 'tidak', 'sesuai', 'dengan', 'pesanan', 'harusnya', 'ada', 'ac', 'tapi', 'tidak', 'ada', 'cuma', 'di', 'kasi', 'kasur', 'tidak', 'standar', 'airyroom', 'kamar', 'mandi', 'bau', 'toilet', 'bocor', 'seprai', 'kurang', 'bersih', 'lokasi', 'bagus', 'tidak', 'jauh', 'dari', 'pusat', 'kota']","['pesan', 'kamar', 'salah', 'satu', 'kamar', 'tidak', 'sesuai', 'dengan', 'pesanan', 'harusnya', 'ada', 'ac', 'tapi', 'tidak', 'ada', 'cuma', 'di', 'kasi', 'kasur', 'tidak', 'standar', 'airyroom', 'kamar', 'mandi', 'bau', 'toilet', 'bocor', 'seprai', 'kurang', 'bersih', 'lokasi', 'bagus', 'tidak', 'jauh', 'dari', 'pusat', 'kota']","['pesan', 'kamar', 'salah', 'kamar', 'sesuai', 'pesanan', 'ac', 'kasi', 'kasur', 'standar', 'airyroom', 'kamar', 'mandi', 'bau', 'toilet', 'bocor', 'seprai', 'bersih', 'lokasi', 'bagus', 'pusat', 'kota']","['pesan', 'kamar', 'salah', 'kamar', 'sesuai', 'pesan', 'ac', 'kasi', 'kasur', 'standar', 'airyroom', 'kamar', 'mandi', 'bau', 'toilet', 'bocor', 'seprai', 'bersih', 'lokasi', 'bagus', 'pusat', 'kota']",pesan kamar salah kamar sesuai pesan ac kasi kasur standar airyroom kamar mandi bau toilet bocor seprai bersih lokasi bagus pusat kota
